Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X3,2024,Africa,Silver,Electric,Manual,2.5,46828,48929,8944,High
X3,2014,Africa,Grey,Diesel,Manual,2.2,154174,63734,4821,Low
i3,2021,North America,Red,Hybrid,Manual,1.3,50340,64317,9999,High
X1,2024,Asia,Blue,Petrol,Automatic,1.2,5915,66803,9999,High
7 Series,2010,Asia,Blue,Diesel,Automatic,3.2,146799,105352,3508,Low
i3,2022,Africa,Silver,Electric,Automatic,1.6,187560,41986,9999,High
X6,2021,North America,Black,Hybrid,Automatic,3.2,20383,134320,4466,Low
3 Series,2016,Asia,Blue,Petrol,Manual,2.3,89948,41220,9999,High
5 Series,2011,South America,Black,Hybrid,Manual,2.4,181527,56865,5382,Low
7 Series,2012,Africa,White,Petrol,Manual,3.9,87813,97445,5496,Low
i3,2017,Africa,Silver,Electric,Manual,1.7,15401,31290,9710,High
7 Series,2012,South America,Silver,Hybrid,Manual,3.6,138726,95308,3557,Low
5 Series,2011,Europe,Red,Petrol,Manual,2.6,67396,64332,6577,Low
i8,2019,Middle East,Blue,Electric,Manual,2.8,130723,83734,7360,High
5 Series,2010,Asia,Silver,Petrol,Automatic,2.5,24407,50316,4660,Low
3 Series,2023,Europe,Silver,Petrol,Automatic,1.7,66093,86747,6288,Low
X6,2010,South America,Red,Petrol,Automatic,2.5,155026,91820,3381,Low
i3,2013,Middle East,White,Electric,Manual,1.5,33644,43733,7925,High
3 Series,2010,South America,Blue,Diesel,Manual,1.6,8063,31576,8370,High
3 Series,2012,North America,White,Petrol,Manual,1.7,79276,54160,9166,High
3 Series,2014,Africa,Silver,Diesel,Manual,1.6,120484,38850,9999,High
i3,2019,Middle East,Silver,Electric,Manual,1.4,163361,46151,9999,High
M5,2017,North America,White,Electric,Automatic,2.3,37190,122370,5085,Low
i3,2018,Asia,Black,Hybrid,Manual,1.2,30281,59982,6304,Low
X6,2017,North America,White,Diesel,Automatic,2.7,188817,133381,4073,Low
X1,2015,Europe,Red,Electric,Automatic,2.4,106514,63212,9925,High
X5,2012,Africa,White,Petrol,Automatic,2.9,94979,66958,6659,Low
i3,2015,Asia,Grey,Electric,Manual,1.4,23450,43429,8351,High
X5,2013,South America,White,Petrol,Automatic,3.3,37864,98544,4440,Low
M3,2021,Middle East,Silver,Hybrid,Manual,2.0,5493,77653,7313,High
X3,2015,Africa,White,Diesel,Manual,1.8,65059,41177,8732,High
5 Series,2024,North America,Grey,Electric,Manual,2.2,55494,88332,9586,High
i8,2013,North America,Black,Hybrid,Manual,2.4,101891,71831,5756,Low
M5,2019,Africa,Black,Diesel,Automatic,3.1,89529,93360,6961,Low
i8,2015,Europe,Red,Hybrid,Automatic,2.6,57840,108706,3627,Low
5 Series,2020,Africa,Silver,Hybrid,Automatic,2.5,105515,70132,9999,High
5 Series,2017,Europe,White,Electric,Manual,2.7,127192,86779,7077,High
3 Series,2019,Middle East,Silver,Electric,Manual,1.2,77022,58069,8091,High
5 Series,2012,North America,Blue,Diesel,Manual,1.9,140773,89877,7645,High
M3,2019,North America,Black,Hybrid,Automatic,3.1,115024,119238,4512,Low
7 Series,2016,Asia,Red,Petrol,Manual,3.0,180147,130782,5560,Low
i3,2016,Asia,Grey,Electric,Automatic,2.4,28196,54655,9999,High
X5,2023,Middle East,Grey,Hybrid,Automatic,3.3,183375,83591,8588,High
3 Series,2023,Middle East,Red,Hybrid,Manual,2.0,44440,51364,9999,High
X1,2012,Europe,Black,Petrol,Automatic,2.1,57652,76321,6518,Low
i8,2019,Asia,White,Petrol,Automatic,2.3,195527,111118,4472,Low
M5,2015,South America,Grey,Diesel,Automatic,3.0,83492,60028,6584,Low
i8,2014,South America,Red,Hybrid,Automatic,2.7,17346,59104,5652,Low
i8,2014,North America,Red,Hybrid,Manual,2.9,30072,109136,4958,Low
M3,2019,South America,White,Petrol,Manual,3.0,180693,54581,6814,Low
X3,2017,Europe,Blue,Diesel,Manual,1.7,59739,90568,9999,High
5 Series,2010,Africa,Black,Hybrid,Manual,1.7,73164,40801,7503,High
X3,2021,Asia,Red,Electric,Automatic,2.2,189947,89647,9123,High
X1,2022,Middle East,Silver,Electric,Automatic,2.1,153307,56010,9876,High
X5,2015,Middle East,Grey,Petrol,Manual,2.9,188223,118794,5416,Low
X3,2020,Africa,Black,Electric,Automatic,2.1,185989,56186,5359,Low
3 Series,2021,North America,Silver,Petrol,Automatic,2.9,45852,79288,9999,High
7 Series,2018,North America,Silver,Electric,Manual,3.9,112518,91474,6476,Low
M5,2018,Africa,Silver,Hybrid,Automatic,3.0,17029,67109,6464,Low
3 Series,2013,Middle East,Red,Diesel,Manual,1.7,104562,55806,9525,High
M5,2011,North America,Black,Petrol,Manual,2.0,76346,118315,3262,Low
M3,2022,Middle East,White,Hybrid,Automatic,2.6,136526,85666,9470,High
X3,2020,South America,Grey,Petrol,Automatic,2.4,161960,52469,8769,High
7 Series,2011,Europe,Silver,Diesel,Manual,3.7,125393,92692,3398,Low
X6,2010,North America,Red,Petrol,Automatic,2.3,153309,75717,5216,Low
3 Series,2022,North America,Blue,Diesel,Manual,1.9,179455,84855,9282,High
M3,2019,Africa,Silver,Petrol,Manual,2.7,180660,73334,7339,High
i3,2021,South America,Red,Electric,Manual,1.2,42213,61776,6819,Low
M5,2020,South America,Black,Petrol,Manual,3.3,162787,95190,7359,High
X6,2012,Middle East,Blue,Hybrid,Automatic,3.0,145856,65040,6025,Low
7 Series,2016,Asia,Silver,Hybrid,Automatic,2.9,16969,143470,6019,Low
X3,2021,Europe,Blue,Petrol,Automatic,1.9,53055,85882,9999,High
3 Series,2018,Africa,Black,Diesel,Manual,1.9,103448,54856,9999,High
3 Series,2011,Asia,Red,Petrol,Automatic,2.4,5932,65075,9263,High
X3,2012,Asia,Grey,Petrol,Manual,2.5,34622,66708,8297,High
X6,2024,North America,Silver,Diesel,Manual,3.1,168246,148837,7845,High
3 Series,2024,South America,Black,Electric,Manual,1.9,158938,46829,9107,High
i8,2018,Middle East,Grey,Petrol,Automatic,2.7,49098,107145,3841,Low
X1,2011,Africa,Silver,Petrol,Manual,1.6,25245,32582,9999,High
X5,2019,Europe,Black,Hybrid,Manual,2.7,31998,126010,4105,Low
3 Series,2019,Africa,Blue,Electric,Manual,2.1,47155,38421,9999,High
X5,2010,Asia,Grey,Petrol,Automatic,3.0,15970,64641,5335,Low
X6,2010,Europe,Red,Diesel,Automatic,3.1,161971,95202,3467,Low
7 Series,2019,Asia,Black,Petrol,Manual,2.9,140870,103439,3401,Low
i3,2022,Africa,Black,Electric,Automatic,1.5,99733,34281,9999,High
7 Series,2016,Middle East,Black,Petrol,Automatic,3.2,149049,117366,6218,Low
X1,2024,Middle East,Grey,Electric,Automatic,1.0,66050,85145,8831,High
i8,2019,North America,White,Hybrid,Manual,2.4,83573,108580,4410,Low
M3,2020,North America,Silver,Electric,Automatic,2.9,151814,66529,5703,Low
X3,2023,Asia,Silver,Electric,Automatic,3.1,33229,76115,5304,Low
X1,2023,Africa,Grey,Petrol,Manual,2.1,161026,60583,9469,High
X6,2016,Middle East,Blue,Petrol,Automatic,3.5,126135,116691,5482,Low
M5,2012,Europe,Blue,Hybrid,Manual,3.5,126820,101577,3184,Low
i3,2011,North America,Blue,Electric,Manual,1.5,16135,50901,9999,High
5 Series,2015,Europe,Silver,Petrol,Automatic,2.3,49510,97663,8970,High
X5,2014,Middle East,Black,Petrol,Automatic,2.6,193799,121621,6422,Low
X6,2018,South America,Black,Diesel,Manual,3.8,175733,97028,5303,Low
X1,2010,Europe,Silver,Petrol,Automatic,2.4,147769,62447,8279,High
5 Series,2018,Asia,White,Electric,Automatic,2.6,59806,62017,7885,High
M3,2019,North America,Grey,Electric,Automatic,1.9,100553,67596,5698,Low
i3,2017,Africa,Black,Electric,Automatic,2.0,31915,54189,7819,High
i8,2020,Europe,Grey,Hybrid,Automatic,2.7,178691,127192,4826,Low
3 Series,2013,Africa,Silver,Diesel,Automatic,1.2,52213,39477,5300,Low
i8,2023,Middle East,White,Electric,Manual,2.7,86576,132249,6979,Low
X5,2020,North America,Grey,Petrol,Automatic,3.1,118374,103682,3836,Low
7 Series,2010,Asia,Blue,Diesel,Manual,2.9,130730,105004,3881,Low
5 Series,2010,Middle East,Grey,Petrol,Manual,2.5,58491,85578,5458,Low
X1,2012,Asia,Silver,Diesel,Automatic,2.0,184000,39859,9746,High
X6,2013,Middle East,Red,Petrol,Manual,3.1,95882,98569,3882,Low
X5,2020,Europe,Black,Petrol,Automatic,2.1,161332,132830,6866,Low
M5,2016,Africa,Red,Hybrid,Manual,3.2,119350,82593,5084,Low
7 Series,2020,North America,Silver,Electric,Automatic,3.7,122538,131928,3422,Low
M3,2010,South America,Red,Diesel,Automatic,1.9,36482,75475,5731,Low
3 Series,2024,Asia,Blue,Petrol,Manual,1.3,24111,77074,9999,High
X5,2011,Asia,Black,Petrol,Manual,3.5,9077,73958,3107,Low
i3,2020,Asia,Silver,Electric,Manual,1.3,45002,49156,9999,High
i3,2018,South America,Red,Electric,Manual,1.6,150861,44891,8972,High
X6,2011,Europe,Black,Diesel,Manual,3.6,80999,111069,5234,Low
M3,2014,Middle East,Red,Diesel,Manual,1.9,187470,95881,6186,Low
3 Series,2011,North America,Silver,Petrol,Automatic,1.2,1479,57656,9999,High
5 Series,2013,Middle East,White,Hybrid,Automatic,3.0,131164,95280,3967,Low
7 Series,2018,Middle East,Red,Petrol,Manual,3.6,179044,108349,4252,Low
i3,2018,Asia,Black,Hybrid,Manual,2.4,89512,36470,9999,High
X1,2011,North America,White,Hybrid,Manual,1.4,56688,66697,9904,High
M3,2012,North America,Blue,Electric,Automatic,2.2,151005,96395,5682,Low
3 Series,2016,North America,Blue,Petrol,Manual,1.9,127515,81015,7496,High
M5,2013,Asia,White,Hybrid,Automatic,2.8,78702,88254,6722,Low
X3,2014,North America,Red,Petrol,Manual,3.0,70917,66936,8694,High
i8,2023,Europe,Red,Hybrid,Manual,2.6,28574,106625,5404,Low
M3,2010,South America,Red,Petrol,Manual,2.7,15745,70534,7357,High
X3,2024,South America,Red,Hybrid,Automatic,1.9,103933,52392,9999,High
i3,2012,Asia,Silver,Electric,Manual,2.0,28247,55248,8492,High
X1,2020,Middle East,Red,Electric,Automatic,1.3,118199,67623,8695,High
X3,2011,Asia,Black,Petrol,Manual,2.3,82135,72548,6507,Low
X5,2020,Asia,Silver,Diesel,Manual,2.4,62589,114600,6214,Low
3 Series,2022,Europe,Silver,Hybrid,Automatic,2.5,117264,83524,7223,High
M5,2015,North America,Silver,Diesel,Manual,3.3,194935,113227,6846,Low
M3,2015,Europe,Grey,Petrol,Manual,2.4,92441,101509,6712,Low
M3,2010,Europe,Red,Petrol,Automatic,2.4,92396,70928,3753,Low
M3,2014,Middle East,Black,Electric,Manual,2.5,131684,65381,7637,High
X1,2023,Middle East,Grey,Hybrid,Automatic,1.6,179211,85070,9966,High
i3,2013,North America,Black,Electric,Manual,1.3,46722,61135,9354,High
X3,2019,Europe,Red,Petrol,Manual,2.2,85719,88112,6431,Low
X5,2019,Africa,Silver,Petrol,Automatic,2.2,170602,86311,6362,Low
5 Series,2014,South America,Blue,Petrol,Automatic,2.6,29274,55548,8983,High
i8,2023,Europe,Red,Electric,Automatic,2.0,36227,131413,6395,Low
M5,2019,Middle East,White,Electric,Automatic,3.0,13701,118233,6386,Low
3 Series,2015,North America,Black,Petrol,Manual,2.1,18738,47235,6931,Low
M5,2014,Asia,Silver,Electric,Manual,3.3,78779,113794,6837,Low
i8,2015,North America,Blue,Petrol,Manual,2.6,171288,81527,4499,Low
M5,2017,North America,White,Petrol,Automatic,3.1,178459,109155,5145,Low
X1,2015,Middle East,Grey,Petrol,Automatic,1.5,27832,64577,5735,Low
X5,2016,South America,White,Electric,Manual,3.0,89152,64974,7084,High
i8,2017,Europe,Blue,Hybrid,Manual,2.6,56719,84595,6329,Low
i8,2016,South America,Silver,Hybrid,Automatic,2.6,17731,72393,4058,Low
i8,2022,Middle East,Grey,Hybrid,Automatic,2.5,138302,130696,4577,Low
X3,2013,Africa,Blue,Petrol,Automatic,2.5,124328,62357,9569,High
X3,2021,Asia,White,Hybrid,Automatic,2.4,97072,68110,9503,High
X3,2013,Africa,Blue,Petrol,Automatic,2.5,76327,44223,4938,Low
i3,2021,Africa,Red,Electric,Automatic,1.1,11669,35035,9999,High
X5,2010,Middle East,Red,Petrol,Manual,2.6,378,91932,6175,Low
i8,2024,Middle East,Red,Petrol,Manual,2.5,137719,99263,8777,High
X3,2013,Asia,Silver,Electric,Manual,2.2,157611,67355,9358,High
i8,2021,Africa,Blue,Hybrid,Automatic,2.9,137273,94663,8827,High
X3,2024,Africa,Blue,Electric,Automatic,1.9,73831,60861,7514,High
5 Series,2015,Middle East,Silver,Hybrid,Manual,2.7,2070,72496,5099,Low
X3,2017,Middle East,Black,Petrol,Manual,1.6,174725,89443,5178,Low
3 Series,2020,Middle East,Grey,Hybrid,Automatic,1.2,181966,65241,8850,High
i3,2024,Africa,Silver,Electric,Automatic,1.1,5766,52243,7674,High
3 Series,2015,North America,Red,Diesel,Automatic,2.1,178097,61109,6288,Low
M5,2018,South America,Grey,Electric,Automatic,3.2,9716,114144,4917,Low
M5,2014,North America,Grey,Diesel,Manual,2.9,188444,124527,6665,Low
3 Series,2020,South America,Red,Electric,Automatic,1.7,102193,51490,9999,High
i8,2019,Middle East,White,Hybrid,Manual,2.9,197975,103095,8525,High
3 Series,2012,Middle East,Blue,Hybrid,Manual,2.1,179586,51475,6930,Low
3 Series,2011,Asia,Silver,Electric,Manual,1.7,6963,47569,9999,High
5 Series,2020,Middle East,Silver,Hybrid,Manual,2.0,162167,106707,6115,Low
X6,2018,Middle East,Black,Petrol,Manual,3.0,22507,78668,4255,Low
X1,2010,Africa,Silver,Petrol,Automatic,1.5,143426,48422,8259,High
M5,2014,South America,White,Petrol,Automatic,3.2,45703,89467,6527,Low
X6,2015,Europe,Grey,Diesel,Manual,2.9,54177,88600,3534,Low
7 Series,2013,Asia,Silver,Diesel,Automatic,3.6,119859,125196,5901,Low
i3,2011,Middle East,Red,Hybrid,Automatic,1.6,19156,46118,8111,High
M5,2019,Europe,White,Diesel,Automatic,2.9,51773,87083,5603,Low
X6,2013,Africa,Silver,Petrol,Automatic,3.4,4652,89661,4708,Low
5 Series,2010,South America,Grey,Diesel,Automatic,3.4,63522,59153,4803,Low
7 Series,2019,Europe,Blue,Electric,Manual,3.2,183714,149690,3966,Low
M3,2011,Middle East,Red,Petrol,Manual,2.1,73742,66861,4756,Low
i8,2023,Africa,Grey,Hybrid,Manual,1.9,82412,98396,8307,High
i8,2014,South America,Grey,Electric,Manual,2.8,176318,66648,4619,Low
M5,2022,North America,White,Diesel,Manual,3.2,180587,134468,7563,High
3 Series,2015,North America,Black,Electric,Automatic,1.4,51791,69734,9999,High
X3,2013,North America,Silver,Diesel,Manual,2.1,32778,61667,8461,High
X5,2024,Middle East,Blue,Petrol,Manual,2.9,172369,88956,7205,High
5 Series,2019,South America,Blue,Electric,Manual,2.7,32490,61502,9026,High
i3,2024,North America,Silver,Electric,Manual,1.6,5331,70177,9999,High
M3,2021,Africa,Black,Petrol,Manual,2.3,946,65982,6208,Low
X6,2016,North America,White,Petrol,Automatic,4.1,177529,99590,3567,Low
3 Series,2023,Middle East,Silver,Electric,Manual,1.7,97415,54224,9999,High
X1,2012,Europe,White,Petrol,Automatic,1.4,141511,56952,9999,High
X3,2022,Middle East,Blue,Diesel,Automatic,2.3,54053,59790,9712,High
X3,2022,Middle East,Blue,Hybrid,Automatic,2.5,24442,93953,8761,High
X5,2010,South America,Silver,Petrol,Manual,2.7,76981,49895,5375,Low
5 Series,2023,South America,Red,Hybrid,Automatic,1.7,87668,68332,8236,High
M3,2011,South America,Blue,Petrol,Automatic,2.7,95773,64706,5478,Low
X1,2019,North America,Red,Petrol,Automatic,1.6,51852,76337,8818,High
X5,2014,South America,White,Diesel,Automatic,2.6,169876,58768,7035,High
7 Series,2019,South America,White,Diesel,Manual,3.7,198512,73800,6579,Low
X1,2014,North America,Blue,Diesel,Manual,2.1,38095,78194,5606,Low
7 Series,2017,South America,Silver,Petrol,Automatic,3.1,90198,94978,3050,Low
3 Series,2022,North America,Silver,Electric,Manual,1.6,1535,52138,9450,High
X3,2010,South America,Black,Diesel,Manual,2.6,19060,72638,8620,High
X6,2022,Europe,Silver,Electric,Manual,2.9,64214,110949,3586,Low
M3,2018,Asia,Silver,Petrol,Automatic,2.2,3746,87966,6606,Low
5 Series,2015,Asia,Blue,Petrol,Automatic,3.2,139648,64050,5538,Low
5 Series,2016,Asia,White,Diesel,Automatic,2.3,26055,84404,7480,High
M3,2018,Africa,White,Petrol,Automatic,2.6,133741,52895,7417,High
X6,2020,Asia,Red,Electric,Manual,2.6,34248,83445,3643,Low
X1,2017,South America,Blue,Petrol,Manual,1.7,18282,40423,9999,High
3 Series,2021,Africa,Blue,Petrol,Manual,1.8,15138,63348,9999,High
3 Series,2017,Europe,Grey,Electric,Manual,1.7,97405,76007,9695,High
3 Series,2015,North America,Black,Petrol,Automatic,1.6,156067,67096,7400,High
M5,2024,Africa,White,Hybrid,Automatic,3.6,96072,98044,6530,Low
i3,2024,Asia,Silver,Electric,Automatic,1.5,21526,46321,9999,High
X6,2017,North America,Black,Hybrid,Manual,3.0,112712,89429,4223,Low
M3,2014,South America,Black,Petrol,Automatic,1.9,19985,65436,6341,Low
i3,2010,Africa,Red,Electric,Manual,1.1,156013,41427,9999,High
M5,2014,Asia,Blue,Petrol,Automatic,3.3,190000,112420,5202,Low
M3,2024,North America,Silver,Electric,Manual,3.0,11435,106390,9201,High
M5,2016,Europe,Red,Hybrid,Manual,2.7,155200,130669,5077,Low
M5,2020,Europe,Blue,Electric,Manual,2.8,34147,123510,3382,Low
X6,2024,South America,Grey,Electric,Manual,3.2,816,94766,6031,Low
X5,2023,Europe,White,Petrol,Automatic,2.7,176074,102878,8131,High
i8,2019,Middle East,White,Hybrid,Automatic,2.0,58380,86285,4559,Low
3 Series,2010,Africa,Silver,Petrol,Manual,1.8,31104,32837,6478,Low
M5,2011,South America,Silver,Petrol,Automatic,3.2,68249,80099,3398,Low
i8,2024,Asia,White,Hybrid,Automatic,2.8,22018,78657,4084,Low
X6,2013,Africa,Red,Electric,Manual,3.0,116312,84229,5476,Low
X5,2019,Asia,Red,Hybrid,Manual,3.0,14598,127215,5730,Low
M3,2023,Middle East,Black,Electric,Manual,2.4,42257,84672,4671,Low
X3,2011,Africa,Grey,Petrol,Manual,2.1,46413,42825,8365,High
X6,2019,North America,Blue,Diesel,Automatic,3.1,153818,89752,6338,Low
5 Series,2019,North America,Blue,Petrol,Manual,3.1,191735,90828,9209,High
M5,2020,Asia,Silver,Electric,Manual,3.1,14928,126180,6574,Low
3 Series,2018,Africa,Silver,Electric,Manual,1.8,49176,47200,7501,High
7 Series,2015,Europe,White,Petrol,Automatic,3.6,77995,154217,4431,Low
7 Series,2021,North America,Red,Hybrid,Automatic,3.0,123573,140480,3749,Low
M3,2014,Asia,Silver,Petrol,Automatic,3.6,15642,72443,7242,High
X1,2017,Middle East,Silver,Petrol,Manual,1.9,11082,64867,8584,High
X6,2023,Asia,Grey,Petrol,Automatic,2.5,152570,91663,6288,Low
i3,2012,Asia,Red,Electric,Manual,1.0,171594,58561,7016,High
M5,2021,Africa,Silver,Electric,Manual,3.1,84782,86992,5196,Low
5 Series,2014,Middle East,Blue,Petrol,Automatic,2.0,197693,85293,7891,High
3 Series,2013,Africa,Silver,Diesel,Manual,1.7,97904,44516,9999,High
3 Series,2015,North America,Black,Petrol,Automatic,1.5,31284,77148,8524,High
i3,2012,Middle East,Silver,Electric,Manual,1.3,103619,54465,9999,High
M3,2019,North America,Black,Diesel,Automatic,1.8,174927,99280,5885,Low
3 Series,2014,Africa,Silver,Petrol,Automatic,1.6,155945,34965,8230,High
M3,2022,Africa,Black,Electric,Automatic,2.7,121921,78954,8926,High
3 Series,2016,Middle East,Blue,Electric,Manual,1.3,37776,59740,7200,High
5 Series,2015,Africa,White,Petrol,Automatic,2.3,183890,51110,6079,Low
7 Series,2021,Africa,Red,Hybrid,Manual,4.0,194235,109317,6123,Low
M5,2015,Asia,Red,Diesel,Manual,2.7,105534,117088,6205,Low
5 Series,2010,Europe,Red,Electric,Automatic,2.9,84671,94019,5648,Low
X1,2011,Middle East,Silver,Diesel,Manual,1.6,185340,49823,6097,Low
i8,2011,Asia,Red,Hybrid,Manual,3.0,174589,72117,3689,Low
i3,2016,South America,Silver,Hybrid,Manual,1.4,151750,41373,9214,High
X5,2017,Europe,Blue,Diesel,Manual,2.5,186974,106561,6318,Low
M5,2024,Africa,Black,Petrol,Automatic,3.3,86479,106778,7523,High
5 Series,2019,Asia,Blue,Electric,Manual,2.6,117886,97842,9273,High
7 Series,2014,Middle East,Grey,Diesel,Automatic,3.2,190595,123144,3508,Low
X3,2024,South America,White,Petrol,Manual,1.4,24622,62224,9999,High
X1,2013,Africa,Red,Petrol,Manual,1.3,81528,33115,9999,High
M5,2016,Africa,Silver,Diesel,Automatic,3.4,12512,83182,4323,Low
X6,2014,North America,Grey,Electric,Automatic,2.9,54782,117352,6036,Low
i8,2013,North America,White,Electric,Manual,2.1,78903,81261,5972,Low
M5,2017,Middle East,Grey,Petrol,Automatic,2.9,16909,126204,5387,Low
3 Series,2012,Europe,Blue,Petrol,Automatic,2.4,168800,44408,9048,High
3 Series,2015,South America,Black,Electric,Manual,2.1,76311,40845,9999,High
X5,2010,Middle East,Black,Petrol,Manual,3.3,180684,75422,3987,Low
X5,2012,Europe,Silver,Diesel,Manual,3.0,132228,113045,4448,Low
M3,2024,South America,Silver,Diesel,Manual,2.4,93783,90356,7338,High
X1,2021,South America,Blue,Electric,Manual,1.8,190695,52394,9999,High
X3,2012,South America,Red,Petrol,Manual,1.9,63393,62847,5832,Low
X6,2021,Europe,Silver,Hybrid,Manual,3.1,66195,123756,7277,High
X1,2022,South America,Red,Hybrid,Manual,1.6,29091,53781,9999,High
5 Series,2010,Europe,Silver,Petrol,Manual,2.4,36707,76778,8280,High
X5,2013,Middle East,Silver,Diesel,Manual,3.4,144057,72639,7046,High
5 Series,2014,North America,Grey,Petrol,Automatic,2.4,196749,78802,4910,Low
3 Series,2020,Africa,Black,Hybrid,Manual,1.9,63548,52731,9999,High
X5,2020,Middle East,White,Hybrid,Automatic,2.7,133259,127070,7607,High
X5,2018,Asia,Grey,Petrol,Automatic,3.0,135985,78944,5199,Low
X3,2018,Asia,Silver,Diesel,Manual,1.6,136682,66484,6507,Low
X1,2014,Asia,Grey,Petrol,Automatic,1.7,16198,50701,9999,High
5 Series,2020,North America,Red,Petrol,Automatic,2.4,66036,111855,7540,High
X5,2017,Middle East,White,Hybrid,Automatic,2.7,66942,78885,5677,Low
X3,2013,South America,Blue,Petrol,Automatic,2.2,130517,66724,9222,High
X1,2015,North America,White,Diesel,Manual,2.2,147423,54950,9961,High
i8,2011,South America,White,Hybrid,Automatic,3.3,78698,76463,3760,Low
7 Series,2013,North America,Grey,Diesel,Manual,3.8,33699,143632,5421,Low
3 Series,2010,South America,White,Petrol,Manual,1.3,133567,49865,9121,High
7 Series,2012,South America,White,Diesel,Manual,3.0,81405,66470,2640,Low
i8,2016,Asia,Black,Hybrid,Manual,2.9,98146,65855,7640,High
M5,2011,Africa,Black,Petrol,Automatic,3.5,99534,91057,3230,Low
3 Series,2011,Asia,White,Hybrid,Automatic,2.1,50837,65348,8361,High
X5,2017,Middle East,Silver,Petrol,Manual,3.4,8505,120159,3975,Low
M5,2014,South America,White,Electric,Manual,3.3,172141,65385,3114,Low
7 Series,2019,Europe,Blue,Petrol,Automatic,3.7,173642,124432,5703,Low
7 Series,2017,South America,Grey,Electric,Automatic,3.6,133009,104377,6130,Low
5 Series,2022,Middle East,Red,Petrol,Automatic,2.4,147393,103405,7713,High
5 Series,2012,Middle East,Grey,Electric,Automatic,1.9,55270,75002,8595,High
3 Series,2023,Europe,Red,Electric,Manual,1.3,64557,86013,6023,Low
X3,2016,Middle East,Blue,Hybrid,Automatic,2.4,188334,77339,5967,Low
M5,2022,Europe,Silver,Petrol,Manual,3.6,27635,105283,7718,High
i3,2017,Asia,Blue,Petrol,Manual,1.3,31372,61726,9999,High
M3,2012,Middle East,Blue,Diesel,Manual,2.2,184535,91472,7946,High
X5,2015,South America,Red,Hybrid,Automatic,2.8,152227,69844,5441,Low
5 Series,2024,North America,Silver,Petrol,Automatic,2.0,43006,119757,9999,High
7 Series,2020,Europe,Red,Hybrid,Automatic,2.8,107681,112725,4834,Low
X5,2016,North America,Red,Petrol,Automatic,3.2,67609,117632,5160,Low
3 Series,2018,Africa,Silver,Petrol,Manual,1.6,29895,52082,9999,High
3 Series,2018,North America,White,Petrol,Automatic,1.6,18170,62949,8705,High
X3,2021,Middle East,Red,Hybrid,Manual,2.2,107749,70496,9999,High
X5,2012,Asia,Grey,Diesel,Automatic,3.0,198065,83352,5981,Low
X5,2023,Europe,White,Electric,Automatic,2.9,22204,135933,7335,High
X6,2021,South America,Red,Electric,Automatic,2.9,199983,77263,6773,Low
3 Series,2016,Africa,Grey,Hybrid,Automatic,1.4,183433,59967,9509,High
i8,2014,Asia,Black,Electric,Automatic,2.3,198879,62644,4500,Low
M3,2014,South America,Red,Electric,Automatic,2.5,28443,77261,3867,Low
X6,2021,South America,Blue,Hybrid,Manual,3.2,123786,99822,4152,Low
X6,2020,South America,Grey,Petrol,Manual,3.1,134553,95150,7518,High
X5,2011,Africa,Grey,Petrol,Automatic,2.5,178926,63391,4199,Low
i8,2012,Asia,White,Hybrid,Manual,2.4,75800,71175,3476,Low
i3,2020,Europe,Blue,Petrol,Automatic,1.3,75445,60393,8798,High
3 Series,2017,North America,Red,Electric,Manual,2.2,3760,45736,9999,High
X1,2014,North America,Silver,Electric,Automatic,2.2,42620,46139,8153,High
M5,2019,Africa,Black,Hybrid,Manual,3.4,169232,70410,6273,Low
M3,2017,Europe,White,Petrol,Automatic,3.6,148345,115592,4027,Low
i3,2015,Africa,Red,Electric,Manual,1.6,104633,33908,9999,High
i3,2017,South America,Grey,Hybrid,Automatic,1.4,47537,47030,9999,High
X5,2011,South America,Silver,Diesel,Automatic,2.9,194369,90203,6323,Low
X3,2021,North America,Blue,Hybrid,Manual,1.1,105975,69216,9508,High
i8,2021,North America,Blue,Hybrid,Manual,2.3,6982,100735,8613,High
X3,2010,South America,Red,Petrol,Automatic,2.2,93047,34306,6251,Low
i3,2016,Asia,White,Diesel,Manual,2.1,154628,58059,9999,High
i3,2016,Middle East,Silver,Electric,Automatic,2.0,199621,53161,7601,High
X5,2014,Asia,Black,Diesel,Manual,4.2,149298,84697,5069,Low
7 Series,2021,Africa,Red,Electric,Automatic,4.4,88874,70816,3090,Low
i8,2024,Asia,Silver,Hybrid,Automatic,2.8,105055,103818,5283,Low
M5,2010,Africa,Black,Hybrid,Automatic,2.8,169401,58280,5739,Low
X6,2016,Asia,Red,Diesel,Manual,3.5,183851,120413,5286,Low
M5,2016,Asia,Red,Petrol,Automatic,2.7,77009,113332,6369,Low
i8,2022,Africa,Blue,Hybrid,Automatic,2.5,86578,83470,4901,Low
X5,2020,South America,Grey,Electric,Automatic,2.8,43474,102589,8162,High
i3,2021,Africa,Silver,Electric,Automatic,1.3,35861,52964,7959,High
X3,2016,Middle East,Grey,Hybrid,Manual,2.1,61508,94257,8208,High
i8,2010,North America,Silver,Electric,Automatic,2.7,118867,61570,5806,Low
X3,2022,Asia,Silver,Electric,Manual,2.2,164679,73512,9151,High
X6,2021,Asia,Black,Petrol,Automatic,3.4,184774,99483,5623,Low
